TI83333S000001	b0001	thrL	thr operon leader peptide
TI83333S002645	b2740	ygbN	putative transport protein
TI83333S002646	b2741	rpoS	RNA polymerase sigma factor
TI83333S002647	b2742	nlpD	lipoprotein
TI83333S002648	b2743	pcm	protein-L-isoaspartate O-methyltransferase
TI83333S002649	b2744	surE	acid phosphatase
TI83333S002650	b2745	truD	tRNA pseudouridine synthase D
TI83333S002651	b2746	ispF	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
TI83333S002652	b2747	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TI83333S002653	b2748	ftsB	cell divison protein FtsB
TI83333S002654	b2749	ygbE	putative cytochrome oxidase subunit
TI83333S002655	b2750	cysC	adenylylsulfate kinase
TI83333S002656	b2751	cysN	sulfate adenylyltransferase subunit 1
TI83333S002657	b2752	cysD	sulfate adenylyltransferase subunit 2
TI83333S002658	b2753	iap	alkaline phosphatase isozyme conversion protein; aminopeptidase
TI83333S002659	b2754	ygbF	hypothetical protein
TI83333S002660	b2755	ygbT	hypothetical protein
TI83333S002661	b2756	ygcH	unknown CDS
TI83333S002662	b2757	ygcI	unknown CDS
TI83333S002663	b2758	ygcJ	hypothetical protein
TI83333S002664	b2759	ygcK	unknown CDS
TI83333S002665	b2760	ygcL	unknown CDS
TI83333S002666	b2761	ygcB	putative enzyme
TI83333S002667	b2762	cysH	phosphoadenosine phosphosulfate reductase
TI83333S002668	b2763	cysI	"sulfite reductase, alpha subunit"
TI83333S002669	b2764	cysJ	"sulfite reductase (NADPH), flavoprotein beta subunit"
TI83333S002670	b2765	sscR	putative 6-pyruvoyl tetrahydrobiopterin synthase
TI83333S002671	b2766	ygcN	putative electron transfer flavoprotein-NAD/FAD/quinone oxidoreductase
TI83333S002672	b2767	ygcO	putative ferredoxin
TI83333S002673	b2768	ygcP	putative anti-terminator regulatory protein
TI83333S002674	b2769	ygcQ	"putative electron transfer flavoprotein, NAD/FAD-binding domain"
TI83333S002675	b2770	ygcR	putative electron transfer flavoprotein
TI83333S002676	b2771	ygcS	putative benzoate transport protein (MFS family)
TI83333S002677	b4463		hypothetical protein
TI83333S002678	b2774	ygcW	putative deoxygluconate dehydrogenase
TI83333S002679	b2775	yqcE	putative transport protein
TI83333S002680	b2776	ygcE	putative kinase
TI83333S002681	b2777	ygcF	"putative coenzyme PQQ synthesis protein, nitrogenase iron-molybdenum domain"
TI83333S002682	b2778	ygcG	hypothetical protein
TI83333S002683	b2779	eno	phosphopyruvate hydratase
TI83333S002684	b2780	pyrG	CTP synthetase
TI83333S002685	b2781	mazG	hypothetical protein
TI83333S002686	b2782	mazF	"part of proteic killer gene system, putative growth inhibitor A"
TI83333S002687	b2783	mazE	"part of proteic killer gene system, suppressor of inhibitory function of ChpA"
TI83333S002688	b2784	relA	(p)ppGpp synthetase I (GTP pyrophosphokinase)
TI83333S002689	b2785	rumA	23S rRNA (uracil-5-)-methyltransferase
TI83333S002690	b2786	barA	hybrid sensory histidine kinase in two-component regulatory system with UvrY
TI83333S002691	b2787	gudD	(D)-glucarate dehydratase 1
TI83333S002692	b2788	gudX	putative (D)-glucarate dehydratase 2
TI83333S002693	b2789	gudP	putative D-glucarate permease (MFS family)
TI83333S002694	b2790	yqcA	flavodoxin
TI83333S002695	b2791	truC	pseudouridine synthase
TI83333S002696	b2792	yqcC	hypothetical protein
TI83333S002697	b2793	syd	SecY interacting protein Syd
TI83333S002698	b2794	yqcD	hypothetical protein
TI83333S002699	b2795	ygdH	hypothetical protein
TI83333S002700	b2796	sdaC	probable serine transporter
TI83333S002701	b2797	sdaB	L-serine deaminase 2
TI83333S002702	b2798	xni	exonuclease IX
TI83333S002703	b2799	fucO	"L-1,2-propanediol oxidoreductase"
TI83333S002704	b2800	fucA	L-fuculose phosphate aldolase
TI83333S002705	b2801	fucP	fucose permease
TI83333S002706	b2802	fucI	L-fucose isomerase
TI83333S002707	b2803	fucK	L-fuculokinase
TI83333S002708	b2804	fucU	conserved protein of fucose operon
TI83333S002709	b2805	fucR	positive regulator of the fuc operon
TI83333S002710	b2806	ygdE	putative RNA 2'-O-ribose methyltransferase
TI83333S002711	b2807	ygdD	hypothetical protein
TI83333S002712	b2808	gcvA	positive regulator of gcv operon
TI83333S002713	b2809	ygdI	unknown CDS
TI83333S002714	b2810	csdA	cysteine sulfinate desulfinase
TI83333S002715	b2811	ygdK	hypothetical protein
TI83333S002716	b2812	ygdL	putative enzyme
TI83333S002717	b2813	mltA	membrane-bound lytic murein transglycosylase A
TI83333S002718	b2817	amiC	N-acetylmuramoyl-L-alanine amidase
TI83333S002719	b2818	argA	N-acetylglutamate synthase
TI83333S002720	b2819	recD	"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease"
TI83333S002721	b2820	recB	"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease"
TI83333S002722	b2821	ptrA	protease III
TI83333S002723	b2822	recC	"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease"
TI83333S002724	b2823	ppdC	prepilin peptidase dependent protein C
TI83333S002725	b2824	ygdB	hypothetical protein
TI83333S002726	b2825	ppdB	prepilin peptidase dependent protein B
TI83333S002727	b2826	ppdA	prepilin peptidase dependent protein A
TI83333S002728	b2827	thyA	thymidylate synthase
TI83333S002729	b2828	lgt	prolipoprotein diacylglyceryl transferase
TI83333S002730	b2829	ptsP	"PTS family enzyme I, transcriptional regulator (with NPR and NTR proteins)"
TI83333S002731	b2830	nudH	dinucleoside polyphosphate hydrolase
TI83333S002732	b2831	mutH	DNA mismatch repair protein
TI83333S002733	b2832	ygdQ	"putative transmembrane protein, transport"
TI83333S002734	b2833	ygdR	hypothetical protein
TI83333S002735	b2834	tas	"putative reductase, NAD(P)-linked"
TI83333S002736	b2835	ygeD	"putative efflux protein, resistance protein"
TI83333S002737	b2836	aas	2-acyl-glycerophospho-ethanolamine acyltransferase
TI83333S002738	b2837	galR	repressor of galETK operon
TI83333S002739	b2838	lysA	diaminopimelate decarboxylase
TI83333S002740	b2839	lysR	positive regulator for lys
TI83333S002741	b2840	ygeA	putative aspartate racemase
TI83333S002742	b2841	araE	low-affinity L-arabinose transport system proton symport protein
TI83333S002743	b2842	kduD	2-deoxy-D-gluconate 3-dehydrogenase
TI83333S002744	b2843	kduI	5-keto-4-deoxyuronate isomerase
TI83333S002745	b2844	yqeF	acetyl-CoA acetyltransferase
TI83333S002746	b2845	yqeG	putative transport protein (HAAAP family)
TI83333S002747	b2846	yqeH	hypothetical protein
TI83333S002748	b2847	yqeI	putative sensory transducer
TI83333S002749	b2848	yqeJ	hypothetical protein
TI83333S002750	b2849	yqeK	unknown CDS
TI83333S002751	b2850	ygeF	hypothetical protein
TI83333S002752	b2851	ygeG	hypothetical protein
TI83333S002753	b2852	ygeH	putative invasion (regulator) protein
TI83333S002754	b2853	ygeI	unknown CDS
TI83333S002755	b2854	pbl	"conserved protein, lysozyme-like"
TI83333S002756	b2855	ygeK	putative 2-component transcriptional regulator
TI83333S002757	b2856	b2856	unknown CDS
TI83333S002758	b2857	ygeO	unknown CDS
TI83333S002759	b2858	ygeO	unknown CDS
TI83333S002760	b2859	ygeO	hypothetical protein
TI83333S002761	b2860	b2860	insertion sequence 2 OrfB protein
TI83333S002762	b2861	b2861	insertion sequence 2 OrfA protein
TI83333S002763	b2862	ygeP	unknown CDS
TI83333S002764	b2863	ygeQ	unknown CDS
TI83333S002765	b2865	ygeR	putative lipoprotein
TI83333S002766	b2866	xdhA	"putative xanthine dehydrogenase subunit, molybdemum cofactor-binding domain"
TI83333S002767	b2867	xdhB	"putative xanthine dehydrogenase subunit, FAD-binding domain"
TI83333S002768	b2868	xdhC	"putative xanthine dehydrogenase, Fe-S subunit"
TI83333S002769	b2869	ygeV	putative transcriptional regulator
TI83333S002770	b2870	ygeW	ornithine carbamoyltransferase
TI83333S002771	b2871	ygeX	diaminopropionate ammonia-lyase
TI83333S002772	b2872	ygeY	hypothetical protein
TI83333S002773	b2873	hyuA	dihydropyrimidinase
TI83333S002774	b2874	yqeA	carbamate kinase
TI83333S002775	b2875	yqeB	putative synthase
TI83333S002776	b2876	yqeC	hypothetical protein
TI83333S002777	b2877	ygfJ	hypothetical protein
TI83333S002778	b2878	ygfK	"putative oxidoreductase, Fe-S subunit"
TI83333S002779	b2879	ssnA	proteoglycan
TI83333S002780	b2880	ygfM	"putative oxidoreductase, FAD-binding domain"
TI83333S002781	b2881	xdhD	possible hypoxanthine oxidase
TI83333S002782	b2882	ygfO	probable guanine/xanthin permease
TI83333S002783	b2883	guaD	guanine deaminase
TI83333S002784	b4464		hypothetical protein
TI83333S002785	b2886	ygfS	"putative oxidoreductase, Fe-S protein"
TI83333S002786	b2887	ygfT	"putative oxidoreductase, Fe-S subunit"
TI83333S002787	b2888	ygfU	putative permease
TI83333S002788	b2889	idi	isopentenyl-diphosphate delta-isomerase
TI83333S002789	b2890	lysS	lysyl-tRNA synthetase
TI83333S002790	b2891	prfB	peptide chain release factor 2
TI83333S002791	b2892	recJ	"ssDNA exonuclease, 5' --> 3' specific"
TI83333S002792	b2893	dsbC	protein disulfide isomerase II
TI83333S002793	b2894	xerD	tyrosine recombinase
TI83333S002794	b2895	fldB	flavodoxin
TI83333S002795	b2896	ygfX	hypothetical protein
TI83333S002796	b2897	ygfY	hypothetical protein
TI83333S002797	b2898	ygfZ	putative enzyme
TI83333S002798	b2899	yqfA	putative oxidoreductase
TI83333S002799	b2900	yqfB	hypothetical protein
TI83333S002800	b2901	bglA	6-phospho-beta-glucosidase A
TI83333S002801	b2902	ygfF	putative oxidoreductase
TI83333S002802	b2903	gcvP	glycine dehydrogenase
TI83333S002803	b2904	gcvH	glycine cleavage system protein H
TI83333S002804	b2905	gcvT	aminomethyltransferase
TI83333S002805	b2906	visC	hypothetical protein
TI83333S002806	b2907	ubiH	2-octaprenyl-6-methoxyphenyl hydroxylase
TI83333S002807	b2908	pepP	proline aminopeptidase P II
TI83333S002808	b2909	ygfB	hypothetical protein
TI83333S002809	b2910	zapA	hypothetical protein
TI83333S002810	b2912	ygfA	putative ligase
TI83333S002811	b2913	serA	D-3-phosphoglycerate dehydrogenase
TI83333S002812	b2914	rpiA	ribose-5-phosphate isomerase A
TI83333S002813	b2915	yqfE	hypothetical protein
TI83333S002814	b2916	argP	chromosome replication initiation inhibitor protein
TI83333S002815	b2917	sbm	methylmalonyl-CoA mutase
TI83333S002816	b2918	argK	arginine/ornithine transport system ATPase
TI83333S002817	b2919	ygfG	"methylmalonyl-CoA decarboxylase, biotin-independent"
TI83333S002818	b2920	ygfH	propionyl-CoA:succinate-CoA transferase
TI83333S002819	b2921	ygfI	putative transcriptional regulator (LysR familiy)
TI83333S002820	b2922	yggE	putative actin
TI83333S002821	b2923	argO	arginine exporter protein
TI83333S002822	b2924	mscS	component of the MscS mechanosensitive channel
TI83333S002823	b2925	fbaA	fructose-bisphosphate aldolase
TI83333S002824	b2926	pgk	phosphoglycerate kinase
TI83333S002825	b2927	epd	D-erythrose 4-phosphate dehydrogenase
TI83333S002826	b2928	yggC	hypothetical protein
TI83333S002827	b2929	yggD	putative repressor
TI83333S002828	b2930	yggF	putative enzyme
TI83333S002829	b4465		hypothetical protein
TI83333S002830	b2933	cmtA	"PTS family enzyme IICB, mannitol-specific, cryptic"
TI83333S002831	b2934	cmtB	"PTS family enzyme IIA, mannitol-specific, cryptic"
TI83333S002832	b2935	tktA	transketolase
TI83333S002833	b2936	yggG	hypothetical protein
TI83333S002834	b2937	speB	agmatinase
TI83333S002835	b2938	speA	arginine decarboxylase
TI83333S002836	b2939	yqgB	unknown CDS
TI83333S002837	b2940	yqgC	unknown CDS
TI83333S002838	b2941	yqgD	unknown CDS
TI83333S002839	b2942	metK	S-adenosylmethionine synthetase
TI83333S002840	b2943	galP	galactose-proton symport of transport system
TI83333S002841	b2944	sprT	hypothetical protein
TI83333S002842	b2945	endA	DNA-specific endonuclease I
TI83333S002843	b2946	yggJ	hypothetical protein
TI83333S002844	b2947	gshB	glutathione synthetase
TI83333S002845	b2948	yqgE	hypothetical protein
TI83333S002846	b2949	yqgF	Holliday junction resolvase-like protein
TI83333S002847	b2950	yggR	putative protein transport
TI83333S002848	b2951	yggS	putative enzyme with PLP-binding domain
TI83333S002849	b2952	yggT	hypothetical protein
TI83333S002850	b2953	yggU	hypothetical protein
TI83333S002851	b2954	rdgB	putative deoxyribonucleotide triphosphate pyrophosphatase
TI83333S002852	b2955	yggW	coproporphyrinogen III oxidase
TI83333S002853	b2956	yggM	putative alpha helix chain
TI83333S002854	b2957	ansB	periplasmic L-asparaginase II
TI83333S002855	b2958	yggN	hypothetical protein
TI83333S002856	b2959	yggL	hypothetical protein
TI83333S002857	b2960	yggH	tRNA (guanine-N(7)-)-methyltransferase
TI83333S002858	b2961	mutY	adenine DNA glycosylase
TI83333S002859	b2962	yggX	hypothetical protein
TI83333S002860	b2963	mltC	"lytic murein transglycosylase C, membrane-bound"
TI83333S002861	b2964	nupG	nucleoside transport protein (MFS family)
TI83333S002862	b2965	speC	ornithine decarboxylase isozyme
TI83333S002863	b2966	yqgA	putative transport protein
TI83333S002864	b2968	ecfC	putative secretion pathway protein
TI83333S002865	b2969	ecfB	putative general secretion pathway for protein export (GSP)
TI83333S002866	b2970	ecfA	putative general secretion pathway for protein export (GSP)
TI83333S002867	b2971	yghG	unknown CDS
TI83333S002868	b2972	pppA	bifunctional prepilin peptidase
TI83333S002869	b4466		putative lipoprotein
TI83333S002870	b2975	glcA	glycolate permease (LctP family)
TI83333S002871	b2976	glcB	malate synthase
TI83333S002872	b2977	glcG	"conserved hypothetical protein, GlcG"
TI83333S002873	b4467		glycolate oxidase iron-sulfur subunit
TI83333S002874	b4468		glycolate oxidase iron-sulfur subunit
TI83333S002875	b2979	glcD	glycolate oxidase subunit D
TI83333S002876	b2980	glcC	transcriptional activator for glc operon
TI83333S002877	b2981	yghO	putative acyltransferase
TI83333S002878	b2982	b2982	IS5 protein
TI83333S002879	b2983	yghQ	putative serine protease
TI83333S002880	b2984	yghR	hypothetical protein
TI83333S002881	b2985	yghS	hypothetical protein
TI83333S002882	b2986	yghT	putative transferase
TI83333S002883	b2987	pitB	low-affinity phosphate transport
TI83333S002884	b2988	gssA	bifunctional: glutathionylspermidine amidase (N-terminal); glutathionylspermidine synthetase (C-terminal)
TI83333S002885	b2989	yghU	putative S-transferase
TI83333S002886	b2990	hybG	hydrogenase-2 operon protein
TI83333S002887	b2991	hybF	hydrogenase nickel incorporation protein
TI83333S002888	b2992	hybE	member of hyb operon
TI83333S002889	b2993	hybD	probable processing element for hydrogenase-2
TI83333S002890	b2994	hybC	"hydrogenase-2, large subunit"
TI83333S002891	b2995	hybB	probable cytochrome Ni/Fe component of hydrogenase-2
TI83333S002892	b2996	hybA	hydrogenase-2 small subunit
TI83333S002893	b2997	hybO	"hydrogenase-2, small chain"
TI83333S002894	b2998	yghW	hypothetical protein
TI83333S002895	b2999	yghX	putative enzyme
TI83333S002896	b3000	yghX	putative enzyme with alpha/beta-hydrolase domain
TI83333S002897	b3001	yghZ	putative oxidoreductase
TI83333S002898	b3002	yqhA	hypothetical protein
TI83333S002899	b3003	yghA	oxidoreductase
TI83333S002900	b3004	b3004	unknown CDS
TI83333S002901	b3005	exbD	uptake of enterobactin; tonB-dependent uptake of B colicins
TI83333S002902	b3006	exbB	uptake of enterobactin; tonB-dependent uptake of B colicins
TI83333S002903	b3007	b3007	unknown CDS
TI83333S002904	b3008	metC	cystathionine beta-lyase
TI83333S002905	b3009	yghB	putative integral membrane protein
TI83333S002906	b3010	yqhC	putative ARAC-type regulatory protein
TI83333S002907	b3011	yqhD	putative alcohol dehydrogenase
TI83333S002908	b3012	dkgA	"2,5-diketo-D-gluconate reductase A"
TI83333S002909	b3013	yqhG	unknown CDS
TI83333S002910	b3014	yqhH	putative outer membrane lipoprotein
TI83333S002911	b4469		hypothetical protein
TI83333S002912	b3017	sufI	suppressor of ftsI
TI83333S002913	b3018	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase
TI83333S002914	b3019	parC	DNA topoisomerase IV subunit A
TI83333S002915	b3020	ygiS	"putative oligipeptide transport protein (ABC superfamily, peri_bind)"
TI83333S002916	b3021	ygiT	putative regulator
TI83333S002917	b3022	ygiU	hypothetical protein
TI83333S002918	b3023	ygiV	hypothetical protein
TI83333S002919	b3024	ygiW	hypothetical protein
TI83333S002920	b3025	qseB	putative 2-component transcriptional regulator
TI83333S002921	b3026	qseC	putative 2-component sensor protein
TI83333S002922	b3027	ygiZ	hypothetical protein
TI83333S002923	b3028	mdaB	modulator of drug activity B
TI83333S002924	b3029	ygiN	hypothetical protein
TI83333S002925	b3030	parE	DNA topoisomerase IV subunit B
TI83333S002926	b3031	yqiA	putative hydrolase
TI83333S002927	b3032	cpdA	"cyclic 3',5'-adenosine monophosphate phosphodiesterase"
TI83333S002928	b3033	yqiB	putative enzyme
TI83333S002929	b3034	nudF	adenosine diphosphate sugar pyrophosphatase
TI83333S002930	b3035	tolC	outer membrane channel precursor protein
TI83333S002931	b3036	ygiA	unknown CDS
TI83333S002932	b3037	ygiB	hypothetical protein
TI83333S002933	b3038	ygiC	putative glutathione-like synthetase
TI83333S002934	b3039	ygiD	putative enzyme with dioxygenase domain
TI83333S002935	b3040	zupT	zinc transporter ZupT
TI83333S002936	b3041	ribB	"3,4-dihydroxy-2-butanone 4-phosphate synthase"
TI83333S002937	b3042	yqiC	hypothetical protein
TI83333S002938	b3043	ygiL	putative fimbrial-like protein
TI83333S002939	b3044	b3044	insertion sequence 2 OrfA protein
TI83333S002940	b3045	b3045	insertion sequence 2 OrfB protein
TI83333S002941	b3046	yqiG	putative outer membrane usher protein
TI83333S002942	b3047	yqiH	putative periplasmic chaperone
TI83333S002943	b3048	yqiI	hypothetical protein
TI83333S002944	b3049	glgS	glycogen synthesis protein GlgS
TI83333S002945	b3050	yqiJ	putative oxidoreductase
TI83333S002946	b3051	yqiK	hypothetical protein
TI83333S002947	b3052	rfaE	bifunctional ADP-L-glycero-D-manno-heptose synthase: putaive kinase (N-terminal); putative sugar nucleotide transferase (C-terminal)
TI83333S002948	b3053	glnE	"adenylyl transferase for glutamine synthetase, regulates P-II (GlnB) and GlnK"
TI83333S002949	b3054	ygiF	hypothetical protein
TI83333S002950	b3055	ecfG	hypothetical protein
TI83333S002951	b3056	cca	tRNA nucleotidyl transferase
TI83333S002952	b3057	uppP	undecaprenyl pyrophosphate phosphatase
TI83333S002953	b3058	folB	"dihydroneopterin aldolase, also has dihydroneopterin triphosphate 2'-epimerase activity"
TI83333S002954	b3059	ygiH	hypothetical protein
TI83333S002955	b3060	ygiP	putative transcriptional regulator (LysR family)
TI83333S002956	b3061	ttdA	tartrate dehydratase
